user_id,pagerank,degree,weighted_degree
624,0.001465914669149933,941,24271
72,0.0014646436252055896,860,26569
766,0.001458415301464818,898,26836
694,0.0014581563251314087,912,26609
847,0.0014573202243640024,936,26187
621,0.0014518581624130894,940,25914
230,0.001444101691343472,908,26207
298,0.0014436877060926183,938,25904
629,0.0014413092937816802,942,24847
498,0.0014371129867036313,941,25457
907,0.0014330651351051283,942,24699
263,0.001432363645915542,942,25217
177,0.001429823967929104,942,24717
210,0.001429466672821185,938,25715
786,0.0014262537025421915,927,25579
773,0.001423564105599126,942,25399
83,0.0014219160357877925,941,25171
554,0.0014181412549695697,940,25018
848,0.0014136186026630874,894,25698
795,0.0014127414686752266,851,25692
236,0.0014124146498603173,942,24927
391,0.0014089150343688484,942,24738
632,0.0014063646373747409,933,25398
214,0.001405432541767194,942,24550
250,0.001399478278223703,942,24141
216,0.0013959392375468014,934,24923
174,0.0013920294697197856,942,24455
239,0.00139129386801992,938,24539
320,0.0013898349408002623,937,24760
661,0.0013879211266808558,938,24620
699,0.0013867028495365568,942,23269
542,0.0013795843299169385,939,24688
748,0.0013760233132921748,940,24319
634,0.0013660310950122459,942,22778
442,0.0013634098454608546,939,24325
292,0.0013597566729486841,938,23869
254,0.0013584938036017063,940,24209
825,0.0013571187905877444,941,23053
221,0.0013496898909563927,942,23764
70,0.0013481027564474857,938,24086
527,0.001347425147276784,911,24069
922,0.0013446274667346777,935,24047
709,0.0013425393534321846,917,24108
903,0.0013381489419703164,938,23600
505,0.0013381054632172634,940,23443
567,0.0013355166292318339,926,23651
445,0.00133472047785101,941,22606
5,0.0013324535575209395,861,24116
26,0.0013241459234302761,941,21924
459,0.0013223248082967437,940,22253
698,0.001319770269339891,938,23284
940,0.0013024040288116736,942,22141
188,0.0012968638474899002,938,22887
104,0.0012929547269765692,942,20963
867,0.0012922630933720934,941,22422
625,0.001286761860407238,942,22515
936,0.0012863637404634774,939,21111
901,0.001286293465950886,928,22719
878,0.0012861511495773671,936,22523
764,0.001284802903397077,936,22330
116,0.0012815963670921272,942,20617
890,0.001279239833461526,938,22603
763,0.0012782809126333874,936,22595
325,0.0012760123251112086,937,22440
197,0.0012734336228485761,939,21381
630,0.0012653268709055176,939,21560
193,0.0012630373283843994,940,21248
307,0.001249533358265045,939,22053
705,0.001247567475775116,931,22073
669,0.0012422400928555552,941,21121
938,0.00123831819723854,939,20497
361,0.0012308965788294349,938,21401
215,0.0012294479626712958,941,21535
645,0.0012274270573527767,937,21511
671,0.0012262221989491609,929,21585
360,0.001225658255497672,941,20748
233,0.0012158349705511302,940,21272
838,0.0012154908888914239,941,20713
830,0.0012150478713140536,936,21397
57,0.0012095983693811796,937,20438
605,0.0012076058316488874,940,20257
21,0.0012022512221866297,937,19672
466,0.0012009663272971847,941,20104
921,0.0012002777698642553,940,20521
22,0.0011982968249996096,929,21151
160,0.0011919188887434071,938,20531
14,0.0011877816944423287,940,20306
639,0.0011828737136883166,938,20401
253,0.0011812451853821016,940,20336
538,0.0011802721065092365,927,20622
741,0.0011800499997759038,930,20681
463,0.0011702462786958494,942,19014
270,0.001169725408035027,942,20022
141,0.0011695690502075363,938,19068
478,0.0011646942849895387,940,20231
232,0.001161945859986899,941,19648
323,0.0011607491472312857,941,19131
717,0.0011569867338546266,939,18449
91,0.00114940362934412,935,19511
392,0.001147236331956615,941,18505
756,0.0011471325516687395,936,19834
782,0.001146935507770959,935,17398
927,0.0011393835278012024,928,19727
436,0.0011383192190297434,936,19809
885,0.0011357302902199754,927,19817
541,0.0011336632566280082,921,19779
871,0.0011331609922087852,942,18468
15,0.00113290876370387,940,18223
496,0.0011318526850982425,920,19878
710,0.0011312206220365445,942,18758
499,0.0011261056612403542,940,18960
637,0.0011247198139510957,941,18294
835,0.0011232256814152728,941,19225
321,0.0011193878929372533,908,19389
560,0.00111891980399124,942,18703
690,0.0011148188032679023,884,19552
697,0.001109959219028066,939,17642
712,0.0011032025107264754,869,19610
117,0.0011020533348605546,941,18439
397,0.0011008619487875239,942,18192
336,0.0010996650158275332,917,18882
708,0.0010972523615918595,938,17589
264,0.001094839377807995,939,18733
224,0.0010946428429979486,938,18095
223,0.0010920412040562098,939,17808
826,0.0010877021938785088,936,18709
275,0.0010867448478230175,931,18753
63,0.0010851313670395485,941,17259
110,0.0010832403296793225,932,18221
924,0.0010828912378549346,942,18147
251,0.0010825516166210057,941,17997
619,0.001081210435261525,938,17871
381,0.001079934234682301,941,18329
615,0.0010708717745050546,937,17811
508,0.0010700311687068228,874,18665
844,0.0010669457327617028,936,18131
159,0.0010669278045053977,936,17047
875,0.0010652687898785639,939,17686
115,0.0010588466139617124,917,18015
579,0.0010560467921025688,942,17428
831,0.0010445382863246242,941,16619
315,0.0010297784135825639,940,17202
65,0.001026528146681724,929,17394
422,0.0010262730473932576,940,16466
552,0.001025741090021317,938,16499
288,0.0010243078975063278,940,16830
38,0.001016279695998455,936,17248
152,0.0010108676392116959,938,17018
77,0.0010079030614029776,855,17178
676,0.0010054930209903996,940,15753
465,0.0010037765917216607,938,16777
569,0.0010018404910666658,940,15844
610,0.0009997214139106482,940,16680
640,0.0009964193728516236,928,16818
121,0.0009963730199279602,938,16299
620,0.0009962111092872573,938,16425
910,0.000979231656480989,939,15699
24,0.0009789097247932836,941,16045
28,0.0009785294344302972,940,16219
25,0.0009736202125806654,922,16372
911,0.0009723265722829777,864,16699
329,0.0009701836907002434,942,15327
69,0.0009656059626799382,938,15358
235,0.0009634440131995585,933,16066
526,0.000963412396428906,938,14652
908,0.0009628178314552208,931,16095
402,0.0009573022550931285,937,15551
84,0.0009567152359745682,940,15436
733,0.0009541686304131261,939,15131
274,0.0009539406822900823,939,15348
684,0.0009510288800281432,801,16064
553,0.000950428670180904,873,16069
595,0.0009425567425426301,937,14923
638,0.0009358970554537677,799,15877
704,0.0009330442652614239,938,15205
679,0.0009304170599696533,941,15240
168,0.0009281482210971514,933,14644
430,0.0009273306434078049,941,14658
746,0.0009269976020779178,794,15754
54,0.0009231864019424572,938,14374
540,0.0009224407047849597,942,14415
186,0.0009218950106446302,936,14646
877,0.0009214634153444538,939,14634
770,0.0009179285181691514,937,14087
316,0.0009142774148862001,933,14976
432,0.0009141253129952596,936,14411
523,0.0009110251146000475,932,14955
562,0.0009095495144105757,919,15233
370,0.0009077569706026692,934,14838
942,0.0009073252838767917,937,14463
489,0.0009069734677880898,913,12737
582,0.000906200455448501,939,14094
395,0.0009059789970425522,940,14361
768,0.0009053172242209749,940,14113
771,0.0009052744304668466,941,14597
776,0.0009016354450044464,805,15186
686,0.0008939778118756044,829,15002
248,0.0008932071193378773,917,14584
324,0.000892318179076058,934,13295
834,0.0008907312920988557,940,13443
923,0.0008902874882915543,934,14048
89,0.0008857164603024295,914,14238
591,0.0008821211811297324,936,14454
75,0.0008817974843316203,932,14042
745,0.0008797038429841642,934,14211
587,0.000877143467978863,911,12228
534,0.0008760712945687183,927,13718
734,0.0008723495084429034,935,14244
683,0.0008698217241263436,933,12576
287,0.0008640157181740836,939,13617
821,0.0008623587589139142,887,14008
255,0.0008616089263306044,926,13331
190,0.0008612954403857011,935,13007
501,0.0008599934708217696,936,13473
73,0.000858760572494785,942,13740
559,0.000856016013186315,929,13990
753,0.0008524946610459081,937,13462
411,0.0008468056311916566,900,13943
217,0.0008436996833823909,908,13861
97,0.0008433791595415876,797,13999
176,0.0008416614639945049,937,12586
2,0.0008415000098099175,939,12423
930,0.0008400235916941798,940,13187
863,0.0008384060479653027,906,11501
719,0.0008359142604213806,930,13448
735,0.0008350337105610772,939,12411
731,0.000834985553793323,798,13809
421,0.0008343607671239597,923,13516
76,0.0008338524612373058,937,13170
918,0.0008333879737780386,883,13758
426,0.0008293584009039319,866,13698
338,0.0008292047293046223,934,13333
658,0.0008266665045194387,810,13364
161,0.0008256633768001457,922,13241
48,0.0008244413623817362,932,13057
243,0.000824380110096292,917,13234
931,0.0008235261299122093,940,12195
148,0.0008221027726731518,800,13490
600,0.000821316969450092,839,13680
357,0.0008174374566311385,916,12666
703,0.0008170195469550079,936,12415
413,0.0008156053531927601,941,11990
8,0.0008137436087810561,931,13026
617,0.0008136233227921043,933,12990
164,0.0008127283015733325,931,12212
195,0.0008124766637094724,942,12648
423,0.0008113263884976016,934,11649
460,0.0008099056626895711,939,11961
480,0.0008097109687314437,937,12861
518,0.0008079810695633946,922,12579
761,0.00080645562104015,934,12269
41,0.0008037569727636001,932,12899
96,0.0008019491385009214,800,13066
850,0.0007987136762066445,915,12942
507,0.000798636258477883,931,11510
494,0.0007973192291058001,939,12256
902,0.0007968630279154329,936,12054
860,0.0007936319205245698,936,11740
872,0.0007926242661984476,922,11865
778,0.0007922595088852655,833,13019
383,0.0007913249979455553,927,12337
724,0.0007906559924989237,908,10721
451,0.0007892687055651793,906,10703
780,0.000788629818612556,937,12534
81,0.0007885363449122842,932,12283
555,0.0007878823953402622,939,12007
277,0.0007855348468737641,938,12002
464,0.0007854718086655323,937,11369
647,0.0007839147717263669,923,12382
483,0.0007838877200538623,933,12220
525,0.000783721571386898,940,11956
388,0.0007834487120748441,933,11550
476,0.0007833405897331008,919,12462
403,0.0007803225976608857,925,12017
633,0.0007788558927489721,938,12270
580,0.0007781909062348677,935,11638
893,0.0007756497096081843,938,11916
371,0.0007740538122856386,797,12554
52,0.0007738612444572468,937,11891
37,0.0007728761771708607,886,12422
781,0.0007696471442328041,938,11756
802,0.0007680928905853319,936,11482
20,0.0007665253472216564,907,12140
470,0.0007655506846250827,937,11455
793,0.0007646143270798296,907,11760
865,0.0007646114457351981,933,11771
350,0.0007617720887904337,930,11992
829,0.0007608973936988762,938,11484
490,0.0007595375255999231,938,11426
118,0.0007579935957030344,915,12065
113,0.0007579576876392736,938,10805
265,0.0007560919277172907,930,11248
714,0.0007537094664838522,927,11346
12,0.000752850339265721,921,11977
106,0.0007467494766704488,928,11754
101,0.0007440827484992098,892,11453
365,0.0007421827678845657,934,10794
752,0.0007420733806463021,909,9948
123,0.0007415433209271789,940,11306
137,0.0007414997117492912,925,11338
546,0.0007414618069469005,937,10946
828,0.0007413334720456471,930,10724
929,0.0007393179478907632,848,11757
528,0.0007391882481578302,923,11524
227,0.0007391676897288682,938,10980
603,0.0007367121139636665,937,11347
839,0.0007347209810509203,936,10897
623,0.0007286013898785476,938,11255
259,0.0007271973213131598,941,10990
157,0.0007267802682978545,934,10718
674,0.0007231586708542278,931,10576
730,0.0007209228898616276,936,10437
272,0.0007202716540453302,862,11419
180,0.0007170911660478548,882,11414
449,0.000715040983081987,938,10620
396,0.0007128418329073104,919,10483
382,0.0007107387591211806,935,10801
568,0.000710471236927163,914,10906
203,0.0007100601712913155,931,10338
154,0.0007081436787950648,939,10713
79,0.0007052967125252445,941,10006
481,0.0007050441974684903,912,10992
348,0.0007043377912570503,922,10467
66,0.0007022395320644681,933,10290
32,0.0007011510342442384,931,10299
539,0.0007007110957925679,930,10518
668,0.0006936137286419207,936,9749
352,0.0006935496424629282,876,10843
257,0.0006934232941845967,940,9963
412,0.0006924261894281963,910,10770
573,0.0006866683443211479,928,10490
677,0.0006863456813152871,930,9757
283,0.0006863382968686233,912,10613
185,0.0006818957878448987,937,10057
467,0.0006818955654844538,935,9886
424,0.0006806950604755289,935,9527
226,0.0006790463281146595,927,10274
644,0.0006770274180219997,929,9533
74,0.0006765427821338822,930,9290
550,0.0006763532229778701,931,9471
722,0.0006760465222401119,930,9717
689,0.0006757549674320807,921,9845
322,0.0006757076490410102,929,10147
331,0.0006752690438086668,930,10133
138,0.0006748764407877209,799,10336
187,0.0006745039561758077,861,10537
183,0.0006704855074472616,910,10254
836,0.0006689567589297565,928,9701
218,0.0006672313748552646,920,10214
779,0.0006658495853886634,928,9684
680,0.0006657099322722848,932,9747
852,0.0006653301449219821,897,9826
45,0.0006651374693056926,888,9866
905,0.0006637339166519228,928,9198
530,0.0006622504411621219,922,9976
30,0.0006592238259414058,936,9409
372,0.0006550125983929502,919,9582
576,0.000653535028717234,921,9506
162,0.0006528050804677636,889,9781
912,0.0006526729198327544,799,10104
71,0.0006511039169284829,929,9613
428,0.000650228365192049,900,8347
100,0.00065018541569269,905,8370
667,0.000649046589592972,914,9637
935,0.0006481747192560345,928,9370
759,0.0006481728003594355,927,9157
404,0.000647415694521544,917,8439
891,0.0006472308230254287,927,9388
114,0.0006465998275981458,828,9955
68,0.0006447039205667392,934,9258
743,0.0006435651519919734,935,8616
112,0.0006429722951217597,888,8240
492,0.0006428534434377333,896,9672
557,0.0006424315734045127,935,8903
869,0.0006422703367266811,937,9176
237,0.0006413958669971959,885,9734
597,0.0006359165773507971,932,8858
135,0.0006349022516707089,913,9453
433,0.0006321838195047809,935,8659
3,0.0006312986228034893,919,8201
817,0.0006312211606680532,919,8786
589,0.000629937479886125,897,8037
837,0.0006274384547960467,925,8881
787,0.0006272463579067969,902,7951
204,0.0006269382656744701,937,8371
517,0.0006259056506853294,931,8759
367,0.0006241203423016813,930,9020
556,0.0006226573706868612,932,8820
199,0.0006212829063734311,929,8446
616,0.0006195137637585968,893,7846
284,0.0006166909245612064,875,7751
574,0.0006124886780593524,916,7761
285,0.0006123709568314269,938,8462
529,0.0006115472812734487,902,7716
175,0.0006111411010640653,793,9172
126,0.0006074312355321675,895,7647
614,0.0006069965344162939,920,8535
136,0.0006068989343305024,936,8492
853,0.0006067671823527266,896,7620
706,0.0006064631285966061,925,8389
673,0.0006047667812047644,921,7701
760,0.0006041166927688663,930,8653
792,0.0006039645955596916,751,8729
340,0.000603397913069402,781,9089
739,0.0006013324130438413,928,8650
937,0.0006002799745017503,935,8101
108,0.0005996321946882571,920,8427
777,0.0005981311798794813,932,8610
103,0.0005962461952407923,917,8531
515,0.0005958988992431943,897,7432
438,0.000595806778014217,932,8234
906,0.0005942918782845385,918,8263
701,0.0005904193345269452,931,7698
377,0.0005893601390879046,932,8001
879,0.0005881172587796701,921,8182
692,0.0005872449660775845,929,8280
800,0.0005852478894783499,928,8075
755,0.0005849934837800908,900,7254
173,0.000584520194040016,884,7243
784,0.0005818812203109279,877,7171
904,0.0005802862327840078,925,8213
590,0.0005778077311692532,894,8016
794,0.0005776524651600939,928,7991
789,0.0005771998156645062,931,7954
939,0.0005771866983762647,896,8062
419,0.0005742471089594571,934,8047
900,0.0005716595863434251,910,8074
742,0.0005715194771681639,921,7889
351,0.0005685134381865492,884,6960
46,0.0005659542221658122,935,7305
564,0.0005651690229235413,926,7474
192,0.0005649058066238572,930,7633
657,0.0005640373380354392,928,7411
53,0.0005632795782417228,900,7913
206,0.0005629576727583991,885,6876
247,0.0005614182317998294,937,7571
509,0.0005608046173345705,923,7066
678,0.0005598373175960681,910,7667
17,0.0005583458276119098,926,7509
670,0.000558012024565863,823,8154
120,0.0005573314737960615,919,7601
772,0.0005565509522193644,878,6798
635,0.0005558403748804164,913,7077
167,0.0005549592004811507,884,8049
122,0.0005544779233286551,787,8126
874,0.0005535881937651092,926,7308
150,0.000553299095744972,915,7533
549,0.0005517468389899687,922,7467
446,0.0005509781125982766,888,6647
462,0.0005504664913852427,928,7001
169,0.0005504206670583266,919,7566
917,0.0005484317990185022,914,7420
368,0.000548098348002518,913,7692
791,0.0005480204293043756,927,6813
602,0.0005477982358815883,922,7222
725,0.0005453660382730829,932,6875
785,0.0005444883129410004,931,7486
737,0.0005425732222893803,886,7720
827,0.0005412052799620143,895,6530
238,0.0005388160315260088,916,7141
544,0.0005386890389316189,890,6483
646,0.0005377770665206551,887,6457
695,0.0005366623793731407,880,6438
359,0.0005364567015439047,924,7138
40,0.0005348664028172084,887,6413
149,0.0005347740522828071,874,6393
376,0.0005345889023609453,938,7131
182,0.0005334480875557189,786,7387
434,0.0005334299173873184,886,7262
390,0.0005328972408683257,930,6792
482,0.0005315755015565039,926,6572
439,0.0005309701470861817,913,6991
884,0.0005290099886780223,928,6996
718,0.0005288642284240257,868,7106
153,0.0005268179903588192,916,7112
211,0.0005263104406654328,932,7084
626,0.0005246365042092301,891,6278
29,0.0005245574931106311,922,6572
750,0.0005233891344347297,894,6231
832,0.0005233627538982458,925,6458
165,0.0005222456422363173,925,6982
599,0.0005216992556714528,897,6811
337,0.0005204798613240252,821,7192
134,0.0005179394558827931,919,6263
575,0.000514206916744275,906,6985
491,0.0005131658677594742,931,6668
420,0.0005129430163539124,929,6569
440,0.0005094990227908487,901,6240
611,0.000508598719436229,871,5918
841,0.0005075080278078662,881,5968
179,0.0005065358237821578,861,5906
333,0.0005059028892542279,930,6659
163,0.0005050237266134583,924,6448
349,0.0005043517379773098,867,6681
510,0.0005039414994136356,883,5923
142,0.0005038184748812816,924,6531
928,0.0005009763749835599,925,6537
129,0.000500939065818084,891,5818
408,0.0005005876017215649,885,5854
502,0.0004986396124783043,866,5841
209,0.0004985473600207422,921,6206
596,0.0004985247978192017,930,6085
856,0.0004982176374819223,870,5793
594,0.0004980314431732831,927,6359
414,0.0004958840726304553,912,5918
444,0.0004956491560859881,925,5970
898,0.0004955835367737491,877,5762
229,0.0004937872091283424,876,5706
691,0.0004931983031238435,909,6554
156,0.0004925013337907094,804,6725
304,0.000490900650021485,905,5893
641,0.000490801702374159,910,6448
146,0.0004906906032613381,884,5656
702,0.0004897614705686826,893,5927
767,0.000487435732450399,904,6546
513,0.0004871965409584104,882,6401
920,0.0004871591722231597,874,5573
612,0.0004866308773000855,913,6254
258,0.0004855863816373261,880,5582
124,0.00048538546880441723,766,6641
362,0.000484489517187466,873,5589
728,0.0004842520288569123,913,6019
196,0.0004842003345156107,894,6346
744,0.00048375999191102527,905,6295
400,0.0004835237679454642,890,5538
306,0.00048324264852317575,902,5963
926,0.00048306259791310534,902,5585
473,0.0004815562926868221,896,6027
754,0.0004814059721054623,902,6048
563,0.00048118184155949626,902,6267
441,0.00047995394169483895,919,5944
859,0.00047943417927548404,902,6115
769,0.00047880774521776145,880,6155
127,0.000478696934186353,926,5836
448,0.00047794919559340614,876,5415
723,0.0004765346793692266,927,6070
131,0.00047572880218599235,914,5853
797,0.0004752670807613576,918,5662
356,0.00047468963612514316,876,5396
469,0.00047358645858536165,844,6329
231,0.00047328692529559303,915,5944
55,0.000472361413646133,808,6215
895,0.00047223657994170784,914,5917
607,0.00047211157066501675,829,6243
783,0.00047180400536551363,888,5348
941,0.00047102000580814753,919,5890
810,0.0004707641437351551,889,5320
205,0.0004707234127169263,883,5348
652,0.0004697405792766961,914,5521
861,0.00046879562010210675,896,5814
171,0.0004682021493345426,872,5246
278,0.0004676750713522459,928,5521
485,0.0004669008991252815,882,5244
915,0.0004656643537615463,875,5217
105,0.0004656533715707724,874,5246
649,0.0004651304617436762,839,5915
133,0.00046447056764325426,875,5245
700,0.0004640401421033977,750,6190
80,0.00046331808436119327,888,6017
740,0.0004624034687072113,892,5190
107,0.00046036497361016254,888,5154
585,0.0004601829306808109,862,5845
220,0.00046000125439025607,890,5167
443,0.00045996222281445543,895,5281
512,0.00045896378204322906,931,5750
775,0.0004581364092414076,849,5067
353,0.00045800082352976236,849,5103
281,0.0004570213963624992,857,5092
461,0.00045636528233741606,924,5285
578,0.0004558760744009724,896,5287
266,0.00045559143339922534,900,5400
803,0.0004554753702743265,842,5027
808,0.0004546773871591549,879,5060
386,0.00045388998030951604,821,5769
583,0.0004538407756517562,916,5782
799,0.0004532358923905151,917,5430
335,0.0004525085243112704,870,5039
613,0.00045241541847125435,898,5756
208,0.0004515252667007297,760,5962
240,0.0004514781670549188,870,4981
410,0.0004511468194026624,857,4969
809,0.0004509204584650855,854,4979
191,0.0004503630479522979,873,4967
801,0.00045007610476325915,854,4978
628,0.0004494217156371115,906,5119
33,0.0004489889797250876,862,4980
672,0.0004485260074367646,888,5516
687,0.00044823824270395676,891,4963
39,0.00044793269575915,875,4940
570,0.0004473880600218351,874,4927
67,0.00044714749798861276,724,5723
47,0.00044697663451475494,880,4900
289,0.0004463929192593684,702,5686
820,0.0004445786670796652,866,4910
816,0.00044418500796064976,857,4908
143,0.0004436443445515985,875,4869
